sh_run_date,vial_number,sample_id,type,dilution_factor,prep_flag
20210414,91,484,c,0.5,
20210414,92,blank_b_20201112,b,,
20210414,93,std,std,,
20210423,1,std,std,,
20210423,2,68,b,,redo
20210423,3,68,c,0.5,redo
20210423,4,207,b,,redo
20210423,5,207,c,0.5,redo
20210423,6,294,b,,redo
20210423,7,294,c,0.5,redo
20210423,8,485,b,,
20210423,9,485,c,0.5,
20210423,10,486,b,,
20210423,11,486,c,0.5,
20210423,12,487,b,,
20210423,13,487,c,0.5,
20210423,14,488,b,,
20210423,15,488,c,0.5,
20210423,16,blank_b_20201113,b,,
20210423,17,blank_c_unknown,c,,
20210423,18,blank_c_20201112,c,,
20210423,19,std,std,,
