[Header]	
System	NPOC-TN	
S/W Version	1.00	
User	Grossman	
Date/Time	5/2/2021 11:43:54 AM	

[System]	
Instrument Options	TOC/ASI/TN/	

[Data]	
Type	Sample Name	Sample ID	Cal. Curve	Date / Time	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Vial	Excluded	
Unknown	CIG	30	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 3:58:37 AM	1	NPOC	3.501	3.478	1.562	1.552	NPOC:1.552mg/L TN:0.3544mg/L	30	0	
Unknown	CIG	30	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 4:01:00 AM	2	NPOC	3.455	3.478	1.541	1.552	NPOC:1.552mg/L TN:0.3544mg/L	30	0	
Unknown	CIG	30	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 3:58:37 AM	1	TN	3.229	3.251	0.3521	0.3544	NPOC:1.552mg/L TN:0.3544mg/L	30	0	
Unknown	CIG	30	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 4:01:00 AM	2	TN	3.272	3.251	0.3568	0.3544	NPOC:1.552mg/L TN:0.3544mg/L	30	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 4:07:56 AM	1	NPOC	0.1028	0.1044	0.04586	0.04655	NPOC:0.04655mg/L TN:0.00839mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 4:10:17 AM	2	NPOC	0.2593	0.1044	0.1157	0.04655	NPOC:0.04655mg/L TN:0.00839mg/L	0	1	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 4:12:26 AM	3	NPOC	0.1059	0.1044	0.04724	0.04655	NPOC:0.04655mg/L TN:0.00839mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 4:07:56 AM	1	TN	0.000	0.07690	0.000	0.00839	NPOC:0.04655mg/L TN:0.00839mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 4:10:17 AM	2	TN	0.3906	0.07690	0.04259	0.00839	NPOC:0.04655mg/L TN:0.00839mg/L	0	1	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 4:12:26 AM	3	TN	0.1538	0.07690	0.01677	0.00839	NPOC:0.04655mg/L TN:0.00839mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 4:19:22 AM	1	NPOC	0.09890	0.1155	0.04412	0.05153	NPOC:0.05153mg/L TN:0.01373mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 4:21:27 AM	2	NPOC	0.1321	0.1155	0.05893	0.05153	NPOC:0.05153mg/L TN:0.01373mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 4:19:22 AM	1	TN	0.5916	0.1260	0.06451	0.01373	NPOC:0.05153mg/L TN:0.01373mg/L	0	1	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 4:21:27 AM	2	TN	0.000	0.1260	0.000	0.01373	NPOC:0.05153mg/L TN:0.01373mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 4:26:47 AM	3	TN	0.2519	0.1260	0.02747	0.01373	NPOC:0.05153mg/L TN:0.01373mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 4:33:36 AM	1	NPOC	0.000	0.000	0.000	0.000	NPOC:0.000mg/L TN:0.08201mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 4:36:43 AM	2	NPOC	0.000	0.000	0.000	0.000	NPOC:0.000mg/L TN:0.08201mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 4:33:36 AM	1	TN	0.3885	0.7521	0.04236	0.08201	NPOC:0.000mg/L TN:0.08201mg/L	0	1	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 4:36:43 AM	2	TN	0.7260	0.7521	0.07917	0.08201	NPOC:0.000mg/L TN:0.08201mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 4:43:35 AM	3	TN	0.7782	0.7521	0.08486	0.08201	NPOC:0.000mg/L TN:0.08201mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 4:50:24 AM	1	NPOC	0.1196	0.1305	0.05335	0.05819	NPOC:0.05819mg/L TN:0.00175mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 4:52:29 AM	2	NPOC	0.1413	0.1305	0.06303	0.05819	NPOC:0.05819mg/L TN:0.00175mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 4:50:24 AM	1	TN	0.000	0.01605	0.000	0.00175	NPOC:0.05819mg/L TN:0.00175mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 4:52:29 AM	2	TN	0.03210	0.01605	0.00350	0.00175	NPOC:0.05819mg/L TN:0.00175mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 4:59:17 AM	1	NPOC	0.08480	0.1434	0.03783	0.06399	NPOC:0.06399mg/L TN:0.00142mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 5:01:22 AM	2	NPOC	0.2021	0.1434	0.09016	0.06399	NPOC:0.06399mg/L TN:0.00142mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 4:59:17 AM	1	TN	0.02600	0.01300	0.00284	0.00142	NPOC:0.06399mg/L TN:0.00142mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 5:01:22 AM	2	TN	0.000	0.01300	0.000	0.00142	NPOC:0.06399mg/L TN:0.00142mg/L	0	0	
Standard	AUTO 0-10 TOC	NPOC Std 2		4/10/2021 5:08:10 AM	1	NPOC	0.1486	0.3217	0.000	 	 	0	1	
Standard	AUTO 0-10 TOC	NPOC Std 2		4/10/2021 5:10:36 AM	2	NPOC	0.3259	0.3217	0.000	 	 	0	0	
Standard	AUTO 0-10 TOC	NPOC Std 2		4/10/2021 5:12:45 AM	3	NPOC	0.3176	0.3217	0.000	 	 	0	0	
Standard	AUTO 0-10 TOC	NPOC Std 2		4/10/2021 5:21:58 AM	1	NPOC	5.625	5.697	2.000	 	 	31	0	
Standard	AUTO 0-10 TOC	NPOC Std 2		4/10/2021 5:24:04 AM	2	NPOC	5.770	5.697	2.000	 	 	31	0	
Standard	AUTO 0-10 TOC	NPOC Std 2		4/10/2021 5:31:44 AM	1	NPOC	11.20	11.25	4.000	 	 	31	0	
Standard	AUTO 0-10 TOC	NPOC Std 2		4/10/2021 5:33:51 AM	2	NPOC	11.30	11.25	4.000	 	 	31	0	
Standard	AUTO 0-10 TOC	NPOC Std 2		4/10/2021 5:41:35 AM	1	NPOC	17.10	16.99	6.000	 	 	31	0	
Standard	AUTO 0-10 TOC	NPOC Std 2		4/10/2021 5:43:57 AM	2	NPOC	16.88	16.99	6.000	 	 	31	0	
Standard	AUTO 0-10 TOC	NPOC Std 2		4/10/2021 5:51:47 AM	1	NPOC	22.34	22.09	8.000	 	 	31	0	
Standard	AUTO 0-10 TOC	NPOC Std 2		4/10/2021 5:54:07 AM	2	NPOC	21.85	22.09	8.000	 	 	31	0	
Standard	AUTO 0-10 TOC	NPOC Std 2		4/10/2021 6:01:53 AM	1	NPOC	28.07	27.86	10.00	 	 	31	0	
Standard	AUTO 0-10 TOC	NPOC Std 2		4/10/2021 6:04:13 AM	2	NPOC	27.65	27.86	10.00	 	 	31	0	
Standard	AUTO 0-10 TN	TN Std 2		4/10/2021 6:07:53 AM	1	TN	0.1013	0.1324	0.000	 	 	0	0	
Standard	AUTO 0-10 TN	TN Std 2		4/10/2021 6:09:57 AM	2	TN	0.1634	0.1324	0.000	 	 	0	0	
Standard	AUTO 0-10 TN	TN Std 2		4/10/2021 6:18:55 AM	1	TN	16.83	16.70	2.000	 	 	31	0	
Standard	AUTO 0-10 TN	TN Std 2		4/10/2021 6:21:46 AM	2	TN	16.56	16.70	2.000	 	 	31	0	
Standard	AUTO 0-10 TN	TN Std 2		4/10/2021 6:29:01 AM	1	TN	34.33	34.27	4.000	 	 	31	0	
Standard	AUTO 0-10 TN	TN Std 2		4/10/2021 6:32:01 AM	2	TN	34.22	34.27	4.000	 	 	31	0	
Standard	AUTO 0-10 TN	TN Std 2		4/10/2021 6:39:21 AM	1	TN	53.28	53.15	6.000	 	 	31	0	
Standard	AUTO 0-10 TN	TN Std 2		4/10/2021 6:42:39 AM	2	TN	53.02	53.15	6.000	 	 	31	0	
Standard	AUTO 0-10 TN	TN Std 2		4/10/2021 6:50:06 AM	1	TN	72.94	70.39	8.000	 	 	31	1	
Standard	AUTO 0-10 TN	TN Std 2		4/10/2021 6:53:19 AM	2	TN	69.76	70.39	8.000	 	 	31	0	
Standard	AUTO 0-10 TN	TN Std 2		4/10/2021 6:57:01 AM	3	TN	71.01	70.39	8.000	 	 	31	0	
Standard	AUTO 0-10 TN	TN Std 2		4/10/2021 7:04:19 AM	1	TN	89.66	90.48	10.00	 	 	31	0	
Standard	AUTO 0-10 TN	TN Std 2		4/10/2021 7:07:57 AM	2	TN	91.29	90.48	10.00	 	 	31	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 7:15:05 AM	1	NPOC	0.3519	0.1166	0.1599	0.05294	NPOC:0.05294mg/L TN:0.02370mg/L	0	1	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 7:17:42 AM	2	NPOC	0.1493	0.1166	0.06782	0.05294	NPOC:0.05294mg/L TN:0.02370mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 7:19:47 AM	3	NPOC	0.08380	0.1166	0.03807	0.05294	NPOC:0.05294mg/L TN:0.02370mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 7:15:05 AM	1	TN	0.1496	0.2139	0.01658	0.02370	NPOC:0.05294mg/L TN:0.02370mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 7:17:42 AM	2	TN	0.2781	0.2139	0.03082	0.02370	NPOC:0.05294mg/L TN:0.02370mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 7:26:30 AM	1	NPOC	0.1581	0.1714	0.07182	0.07786	NPOC:0.07786mg/L TN:0.01213mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 7:28:35 AM	2	NPOC	0.1847	0.1714	0.08390	0.07786	NPOC:0.07786mg/L TN:0.01213mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 7:26:30 AM	1	TN	0.1561	0.1095	0.01730	0.01213	NPOC:0.07786mg/L TN:0.01213mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 7:28:35 AM	2	TN	0.06280	0.1095	0.00696	0.01213	NPOC:0.07786mg/L TN:0.01213mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 7:35:23 AM	1	NPOC	0.1728	0.1263	0.07849	0.05737	NPOC:0.05737mg/L TN:0.000mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 7:37:28 AM	2	NPOC	0.07980	0.1263	0.03625	0.05737	NPOC:0.05737mg/L TN:0.000mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 7:35:23 AM	1	TN	0.000	0.000	0.000	0.000	NPOC:0.05737mg/L TN:0.000mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 7:37:28 AM	2	TN	0.000	0.000	0.000	0.000	NPOC:0.05737mg/L TN:0.000mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 7:44:16 AM	1	NPOC	0.09570	0.1134	0.04347	0.05149	NPOC:0.05149mg/L TN:0.03159mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 7:46:21 AM	2	NPOC	0.1310	0.1134	0.05951	0.05149	NPOC:0.05149mg/L TN:0.03159mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 7:44:16 AM	1	TN	0.3311	0.2851	0.03669	0.03159	NPOC:0.05149mg/L TN:0.03159mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 7:46:21 AM	2	TN	0.2390	0.2851	0.02649	0.03159	NPOC:0.05149mg/L TN:0.03159mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 7:53:10 AM	1	NPOC	0.1884	0.1813	0.08558	0.08236	NPOC:0.08236mg/L TN:0.01852mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 7:55:20 AM	2	NPOC	0.1742	0.1813	0.07913	0.08236	NPOC:0.08236mg/L TN:0.01852mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 7:53:10 AM	1	TN	0.3468	0.1671	0.03843	0.01852	NPOC:0.08236mg/L TN:0.01852mg/L	0	1	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 7:55:20 AM	2	TN	0.1448	0.1671	0.01605	0.01852	NPOC:0.08236mg/L TN:0.01852mg/L	0	0	
Unknown	FLUSH	FLUSH	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 8:00:42 AM	3	TN	0.1894	0.1671	0.02099	0.01852	NPOC:0.08236mg/L TN:0.01852mg/L	0	0	
Unknown	CIG	32	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 8:09:38 AM	1	NPOC	8.499	8.434	3.861	3.831	NPOC:3.831mg/L TN:0.3124mg/L	32	0	
Unknown	CIG	32	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 8:12:01 AM	2	NPOC	8.134	8.434	3.695	3.831	NPOC:3.831mg/L TN:0.3124mg/L	32	1	
Unknown	CIG	32	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 8:14:10 AM	3	NPOC	8.370	8.434	3.802	3.831	NPOC:3.831mg/L TN:0.3124mg/L	32	0	
Unknown	CIG	32	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 8:09:38 AM	1	TN	2.888	2.819	0.3200	0.3124	NPOC:3.831mg/L TN:0.3124mg/L	32	0	
Unknown	CIG	32	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 8:12:01 AM	2	TN	2.750	2.819	0.3048	0.3124	NPOC:3.831mg/L TN:0.3124mg/L	32	0	
Unknown	CIG	33	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 8:23:00 AM	1	NPOC	3.372	3.331	1.532	1.513	NPOC:1.513mg/L TN:0.3835mg/L	33	0	
Unknown	CIG	33	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 8:25:19 AM	2	NPOC	3.290	3.331	1.494	1.513	NPOC:1.513mg/L TN:0.3835mg/L	33	0	
Unknown	CIG	33	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 8:23:00 AM	1	TN	3.710	3.461	0.4111	0.3835	NPOC:1.513mg/L TN:0.3835mg/L	33	1	
Unknown	CIG	33	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 8:25:19 AM	2	TN	3.396	3.461	0.3763	0.3835	NPOC:1.513mg/L TN:0.3835mg/L	33	0	
Unknown	CIG	33	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 8:31:03 AM	3	TN	3.525	3.461	0.3906	0.3835	NPOC:1.513mg/L TN:0.3835mg/L	33	0	
Unknown	CIG	34	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 8:41:13 AM	1	NPOC	9.443	9.093	4.290	4.130	NPOC:4.130mg/L TN:0.3637mg/L	34	1	
Unknown	CIG	34	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 8:43:33 AM	2	NPOC	9.074	9.093	4.122	4.130	NPOC:4.130mg/L TN:0.3637mg/L	34	0	
Unknown	CIG	34	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 8:45:51 AM	3	NPOC	9.111	9.093	4.139	4.130	NPOC:4.130mg/L TN:0.3637mg/L	34	0	
Unknown	CIG	34	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 8:41:13 AM	1	TN	4.151	3.282	0.4600	0.3637	NPOC:4.130mg/L TN:0.3637mg/L	34	1	
Unknown	CIG	34	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 8:43:33 AM	2	TN	3.280	3.282	0.3635	0.3637	NPOC:4.130mg/L TN:0.3637mg/L	34	0	
Unknown	CIG	34	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 8:45:51 AM	3	TN	3.284	3.282	0.3639	0.3637	NPOC:4.130mg/L TN:0.3637mg/L	34	0	
Unknown	CIG	35	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 8:54:40 AM	1	NPOC	3.503	3.494	1.591	1.587	NPOC:1.587mg/L TN:0.4982mg/L	35	0	
Unknown	CIG	35	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 8:57:19 AM	2	NPOC	3.484	3.494	1.583	1.587	NPOC:1.587mg/L TN:0.4982mg/L	35	0	
Unknown	CIG	35	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 8:54:40 AM	1	TN	4.094	4.496	0.4537	0.4982	NPOC:1.587mg/L TN:0.4982mg/L	35	1	
Unknown	CIG	35	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 8:57:19 AM	2	TN	4.514	4.496	0.5002	0.4982	NPOC:1.587mg/L TN:0.4982mg/L	35	0	
Unknown	CIG	35	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 9:03:09 AM	3	TN	4.478	4.496	0.4962	0.4982	NPOC:1.587mg/L TN:0.4982mg/L	35	0	
Unknown	CIG	36	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 9:12:00 AM	1	NPOC	8.414	8.131	3.822	3.693	NPOC:3.693mg/L TN:0.3261mg/L	36	1	
Unknown	CIG	36	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 9:14:26 AM	2	NPOC	8.110	8.131	3.684	3.693	NPOC:3.693mg/L TN:0.3261mg/L	36	0	
Unknown	CIG	36	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 9:16:34 AM	3	NPOC	8.151	8.131	3.703	3.693	NPOC:3.693mg/L TN:0.3261mg/L	36	0	
Unknown	CIG	36	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 9:12:00 AM	1	TN	2.992	2.943	0.3316	0.3261	NPOC:3.693mg/L TN:0.3261mg/L	36	0	
Unknown	CIG	36	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 9:14:26 AM	2	TN	2.894	2.943	0.3207	0.3261	NPOC:3.693mg/L TN:0.3261mg/L	36	0	
Unknown	CIG	37	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 9:25:28 AM	1	NPOC	5.066	5.004	2.301	2.273	NPOC:2.273mg/L TN:0.5923mg/L	37	0	
Unknown	CIG	37	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 9:27:49 AM	2	NPOC	4.942	5.004	2.245	2.273	NPOC:2.273mg/L TN:0.5923mg/L	37	0	
Unknown	CIG	37	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 9:25:28 AM	1	TN	5.476	5.345	0.6068	0.5923	NPOC:2.273mg/L TN:0.5923mg/L	37	1	
Unknown	CIG	37	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 9:27:49 AM	2	TN	5.304	5.345	0.5878	0.5923	NPOC:2.273mg/L TN:0.5923mg/L	37	0	
Unknown	CIG	37	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 9:33:41 AM	3	TN	5.385	5.345	0.5968	0.5923	NPOC:2.273mg/L TN:0.5923mg/L	37	0	
Unknown	CIG	38	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 9:42:32 AM	1	NPOC	9.863	9.844	4.480	4.471	NPOC:4.471mg/L TN:0.4389mg/L	38	0	
Unknown	CIG	38	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 9:45:02 AM	2	NPOC	9.824	9.844	4.463	4.471	NPOC:4.471mg/L TN:0.4389mg/L	38	0	
Unknown	CIG	38	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 9:42:32 AM	1	TN	4.219	3.961	0.4675	0.4389	NPOC:4.471mg/L TN:0.4389mg/L	38	1	
Unknown	CIG	38	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 9:45:02 AM	2	TN	3.975	3.961	0.4405	0.4389	NPOC:4.471mg/L TN:0.4389mg/L	38	0	
Unknown	CIG	38	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 9:50:51 AM	3	TN	3.946	3.961	0.4373	0.4389	NPOC:4.471mg/L TN:0.4389mg/L	38	0	
Unknown	CIG	39	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 9:59:34 AM	1	NPOC	3.523	3.494	1.600	1.587	NPOC:1.587mg/L TN:0.3725mg/L	39	0	
Unknown	CIG	39	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 10:02:02 AM	2	NPOC	3.465	3.494	1.574	1.587	NPOC:1.587mg/L TN:0.3725mg/L	39	0	
Unknown	CIG	39	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 9:59:34 AM	1	TN	3.335	3.361	0.3696	0.3725	NPOC:1.587mg/L TN:0.3725mg/L	39	0	
Unknown	CIG	39	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 10:02:02 AM	2	TN	3.538	3.361	0.3921	0.3725	NPOC:1.587mg/L TN:0.3725mg/L	39	1	
Unknown	CIG	39	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 10:07:48 AM	3	TN	3.387	3.361	0.3753	0.3725	NPOC:1.587mg/L TN:0.3725mg/L	39	0	
Unknown	CIG	40	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 10:16:28 AM	1	NPOC	8.596	8.630	3.905	3.920	NPOC:3.920mg/L TN:0.3086mg/L	40	0	
Unknown	CIG	40	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_10_05_01_22.cal	4/10/2021 10:18:58 AM	2	NPOC	8.663	8.630	3.935	3.920	NPOC:3.920mg/L TN:0.3086mg/L	40	0	
Unknown	CIG	40	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 10:16:28 AM	1	TN	2.741	2.785	0.3038	0.3086	NPOC:3.920mg/L TN:0.3086mg/L	40	0	
Unknown	CIG	40	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_10_06_04_14.cal	4/10/2021 10:18:58 AM	2	TN	2.829	2.785	0.3135	0.3086	NPOC:3.920mg/L TN:0.3086mg/L	40	0	
