[Header]	
System	NPOC-TN	
S/W Version	1.00	
User	Grossman	
Date/Time	5/2/2021 11:43:54 AM	

[System]	
Instrument Options	TOC/ASI/TN/	

[Data]	
Type	Sample Name	Sample ID	Cal. Curve	Date / Time	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Vial	Excluded	
Unknown	CIG	7	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 10:34:55 PM	2	TN	2.000	2.212	0.2181	0.2412	NPOC:3.912mg/L TN:0.2412mg/L	7	1	
Unknown	CIG	7	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 10:37:10 PM	3	TN	2.205	2.212	0.2404	0.2412	NPOC:3.912mg/L TN:0.2412mg/L	7	0	
Unknown	CIG	8	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/9/2021 10:46:03 PM	1	NPOC	4.812	4.737	2.147	2.113	NPOC:2.113mg/L TN:0.3442mg/L	8	0	
Unknown	CIG	8	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/9/2021 10:48:22 PM	2	NPOC	4.444	4.737	1.982	2.113	NPOC:2.113mg/L TN:0.3442mg/L	8	1	
Unknown	CIG	8	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/9/2021 10:50:27 PM	3	NPOC	4.662	4.737	2.080	2.113	NPOC:2.113mg/L TN:0.3442mg/L	8	0	
Unknown	CIG	8	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 10:46:03 PM	1	TN	3.202	3.157	0.3492	0.3442	NPOC:2.113mg/L TN:0.3442mg/L	8	0	
Unknown	CIG	8	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 10:48:22 PM	2	TN	3.111	3.157	0.3392	0.3442	NPOC:2.113mg/L TN:0.3442mg/L	8	0	
Unknown	CIG	9	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/9/2021 10:59:16 PM	1	NPOC	9.392	9.440	4.190	4.211	NPOC:4.211mg/L TN:0.2849mg/L	9	0	
Unknown	CIG	9	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/9/2021 11:02:15 PM	2	NPOC	9.487	9.440	4.232	4.211	NPOC:4.211mg/L TN:0.2849mg/L	9	0	
Unknown	CIG	9	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 10:59:16 PM	1	TN	2.683	2.613	0.2926	0.2849	NPOC:4.211mg/L TN:0.2849mg/L	9	0	
Unknown	CIG	9	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 11:02:15 PM	2	TN	2.838	2.613	0.3095	0.2849	NPOC:4.211mg/L TN:0.2849mg/L	9	1	
Unknown	CIG	9	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 11:07:58 PM	3	TN	2.543	2.613	0.2773	0.2849	NPOC:4.211mg/L TN:0.2849mg/L	9	0	
Unknown	CIG	10	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/9/2021 11:16:49 PM	1	NPOC	5.410	5.732	2.413	2.557	NPOC:2.557mg/L TN:0.4208mg/L	10	1	
Unknown	CIG	10	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/9/2021 11:19:28 PM	2	NPOC	5.696	5.732	2.541	2.557	NPOC:2.557mg/L TN:0.4208mg/L	10	0	
Unknown	CIG	10	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/9/2021 11:21:45 PM	3	NPOC	5.768	5.732	2.573	2.557	NPOC:2.557mg/L TN:0.4208mg/L	10	0	
Unknown	CIG	10	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 11:16:49 PM	1	TN	3.916	3.859	0.4270	0.4208	NPOC:2.557mg/L TN:0.4208mg/L	10	0	
Unknown	CIG	10	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 11:19:28 PM	2	TN	4.697	3.859	0.5122	0.4208	NPOC:2.557mg/L TN:0.4208mg/L	10	1	
Unknown	CIG	10	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 11:21:45 PM	3	TN	3.802	3.859	0.4146	0.4208	NPOC:2.557mg/L TN:0.4208mg/L	10	0	
Unknown	CIG	11	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/9/2021 11:31:00 PM	1	NPOC	179.0	177.9	79.85	79.36	NPOC:79.36mg/L TN:0.3701mg/L	11	0	
Unknown	CIG	11	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/9/2021 11:33:47 PM	2	NPOC	176.8	177.9	78.87	79.36	NPOC:79.36mg/L TN:0.3701mg/L	11	0	
Unknown	CIG	11	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 11:31:01 PM	1	TN	3.359	3.394	0.3663	0.3701	NPOC:79.36mg/L TN:0.3701mg/L	11	0	
Unknown	CIG	11	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 11:33:47 PM	2	TN	3.430	3.394	0.3740	0.3701	NPOC:79.36mg/L TN:0.3701mg/L	11	0	
Unknown	CIG	12	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/9/2021 11:42:37 PM	1	NPOC	4.910	4.599	2.190	2.052	NPOC:2.052mg/L TN:0.4658mg/L	12	1	
Unknown	CIG	12	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/9/2021 11:45:00 PM	2	NPOC	4.545	4.599	2.028	2.052	NPOC:2.052mg/L TN:0.4658mg/L	12	0	
Unknown	CIG	12	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/9/2021 11:47:23 PM	3	NPOC	4.653	4.599	2.076	2.052	NPOC:2.052mg/L TN:0.4658mg/L	12	0	
Unknown	CIG	12	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 11:42:37 PM	1	TN	4.244	4.272	0.4628	0.4658	NPOC:2.052mg/L TN:0.4658mg/L	12	0	
Unknown	CIG	12	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 11:45:00 PM	2	TN	4.435	4.272	0.4836	0.4658	NPOC:2.052mg/L TN:0.4658mg/L	12	1	
Unknown	CIG	12	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 11:47:23 PM	3	TN	4.300	4.272	0.4689	0.4658	NPOC:2.052mg/L TN:0.4658mg/L	12	0	
Unknown	CIG	13	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/9/2021 11:56:13 PM	1	NPOC	15.95	15.78	7.115	7.040	NPOC:7.040mg/L TN:0.4041mg/L	13	0	
Unknown	CIG	13	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/9/2021 11:58:39 PM	2	NPOC	15.61	15.78	6.964	7.040	NPOC:7.040mg/L TN:0.4041mg/L	13	0	
Unknown	CIG	13	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 11:56:13 PM	1	TN	3.705	3.706	0.4040	0.4041	NPOC:7.040mg/L TN:0.4041mg/L	13	0	
Unknown	CIG	13	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/9/2021 11:58:39 PM	2	TN	3.707	3.706	0.4042	0.4041	NPOC:7.040mg/L TN:0.4041mg/L	13	0	
Unknown	CIG	14	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 12:07:40 AM	1	NPOC	4.855	4.811	2.166	2.146	NPOC:2.146mg/L TN:0.5882mg/L	14	0	
Unknown	CIG	14	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 12:10:17 AM	2	NPOC	4.594	4.811	2.049	2.146	NPOC:2.146mg/L TN:0.5882mg/L	14	1	
Unknown	CIG	14	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 12:12:39 AM	3	NPOC	4.766	4.811	2.126	2.146	NPOC:2.146mg/L TN:0.5882mg/L	14	0	
Unknown	CIG	14	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 12:07:40 AM	1	TN	5.493	5.395	0.5990	0.5882	NPOC:2.146mg/L TN:0.5882mg/L	14	0	
Unknown	CIG	14	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 12:10:17 AM	2	TN	5.296	5.395	0.5775	0.5882	NPOC:2.146mg/L TN:0.5882mg/L	14	0	
Unknown	CIG	14	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 12:12:39 AM	3	TN	4.988	5.395	0.5439	0.5882	NPOC:2.146mg/L TN:0.5882mg/L	14	1	
Unknown	CIG	15	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 12:21:27 AM	1	NPOC	8.870	8.814	3.957	3.932	NPOC:3.932mg/L TN:0.4005mg/L	15	0	
Unknown	CIG	15	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 12:23:49 AM	2	NPOC	8.757	8.814	3.907	3.932	NPOC:3.932mg/L TN:0.4005mg/L	15	0	
Unknown	CIG	15	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 12:21:27 AM	1	TN	3.711	3.673	0.4047	0.4005	NPOC:3.932mg/L TN:0.4005mg/L	15	0	
Unknown	CIG	15	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 12:23:49 AM	2	TN	3.634	3.673	0.3963	0.4005	NPOC:3.932mg/L TN:0.4005mg/L	15	0	
Unknown	CIG	16	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 12:32:53 AM	1	NPOC	2.651	2.620	1.183	1.169	NPOC:1.169mg/L TN:0.1826mg/L	16	0	
Unknown	CIG	16	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 12:35:09 AM	2	NPOC	2.588	2.620	1.155	1.169	NPOC:1.169mg/L TN:0.1826mg/L	16	0	
Unknown	CIG	16	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 12:32:53 AM	1	TN	1.706	1.675	0.1860	0.1826	NPOC:1.169mg/L TN:0.1826mg/L	16	0	
Unknown	CIG	16	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 12:35:09 AM	2	TN	1.421	1.675	0.1550	0.1826	NPOC:1.169mg/L TN:0.1826mg/L	16	1	
Unknown	CIG	16	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 12:40:54 AM	3	TN	1.644	1.675	0.1793	0.1826	NPOC:1.169mg/L TN:0.1826mg/L	16	0	
Unknown	CIG	17	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 12:49:29 AM	1	NPOC	11.72	11.57	5.228	5.161	NPOC:5.161mg/L TN:0.4617mg/L	17	0	
Unknown	CIG	17	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 12:52:11 AM	2	NPOC	11.42	11.57	5.095	5.161	NPOC:5.161mg/L TN:0.4617mg/L	17	0	
Unknown	CIG	17	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 12:49:29 AM	1	TN	3.617	4.234	0.3944	0.4617	NPOC:5.161mg/L TN:0.4617mg/L	17	1	
Unknown	CIG	17	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 12:52:11 AM	2	TN	4.043	4.234	0.4409	0.4617	NPOC:5.161mg/L TN:0.4617mg/L	17	0	
Unknown	CIG	17	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 12:58:42 AM	3	TN	4.425	4.234	0.4825	0.4617	NPOC:5.161mg/L TN:0.4617mg/L	17	0	
Unknown	CIG	18	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 1:07:29 AM	1	NPOC	3.452	3.110	1.540	1.387	NPOC:1.387mg/L TN:0.1678mg/L	18	1	
Unknown	CIG	18	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 1:09:41 AM	2	NPOC	3.054	3.110	1.362	1.387	NPOC:1.387mg/L TN:0.1678mg/L	18	0	
Unknown	CIG	18	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 1:11:52 AM	3	NPOC	3.165	3.110	1.412	1.387	NPOC:1.387mg/L TN:0.1678mg/L	18	0	
Unknown	CIG	18	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 1:07:29 AM	1	TN	1.726	1.539	0.1882	0.1678	NPOC:1.387mg/L TN:0.1678mg/L	18	1	
Unknown	CIG	18	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 1:09:41 AM	2	TN	1.553	1.539	0.1693	0.1678	NPOC:1.387mg/L TN:0.1678mg/L	18	0	
Unknown	CIG	18	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 1:11:52 AM	3	TN	1.524	1.539	0.1662	0.1678	NPOC:1.387mg/L TN:0.1678mg/L	18	0	
Unknown	CIG	19	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 1:20:39 AM	1	NPOC	13.25	13.17	5.911	5.875	NPOC:5.875mg/L TN:0.4838mg/L	19	0	
Unknown	CIG	19	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 1:23:45 AM	2	NPOC	12.74	13.17	5.683	5.875	NPOC:5.875mg/L TN:0.4838mg/L	19	1	
Unknown	CIG	19	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 1:26:06 AM	3	NPOC	13.09	13.17	5.840	5.875	NPOC:5.875mg/L TN:0.4838mg/L	19	0	
Unknown	CIG	19	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 1:20:39 AM	1	TN	4.354	4.437	0.4748	0.4838	NPOC:5.875mg/L TN:0.4838mg/L	19	0	
Unknown	CIG	19	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 1:23:45 AM	2	TN	4.520	4.437	0.4929	0.4838	NPOC:5.875mg/L TN:0.4838mg/L	19	0	
Unknown	CIG	19	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 1:26:06 AM	3	TN	4.182	4.437	0.4560	0.4838	NPOC:5.875mg/L TN:0.4838mg/L	19	1	
Unknown	CIG	20	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 1:34:45 AM	1	NPOC	3.107	3.088	1.386	1.377	NPOC:1.377mg/L TN:0.2257mg/L	20	0	
Unknown	CIG	20	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 1:37:03 AM	2	NPOC	3.068	3.088	1.369	1.377	NPOC:1.377mg/L TN:0.2257mg/L	20	0	
Unknown	CIG	20	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 1:34:45 AM	1	TN	1.736	2.070	0.1893	0.2257	NPOC:1.377mg/L TN:0.2257mg/L	20	1	
Unknown	CIG	20	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 1:37:03 AM	2	TN	2.002	2.070	0.2183	0.2257	NPOC:1.377mg/L TN:0.2257mg/L	20	0	
Unknown	CIG	20	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 1:42:53 AM	3	TN	2.137	2.070	0.2330	0.2257	NPOC:1.377mg/L TN:0.2257mg/L	20	0	
Unknown	CIG	21	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 1:51:42 AM	1	NPOC	13.39	13.33	5.973	5.947	NPOC:5.947mg/L TN:0.5053mg/L	21	0	
Unknown	CIG	21	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 1:54:04 AM	2	NPOC	13.01	13.33	5.804	5.947	NPOC:5.947mg/L TN:0.5053mg/L	21	1	
Unknown	CIG	21	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 1:56:33 AM	3	NPOC	13.27	13.33	5.920	5.947	NPOC:5.947mg/L TN:0.5053mg/L	21	0	
Unknown	CIG	21	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 1:51:42 AM	1	TN	4.705	4.634	0.5130	0.5053	NPOC:5.947mg/L TN:0.5053mg/L	21	0	
Unknown	CIG	21	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 1:54:04 AM	2	TN	4.394	4.634	0.4791	0.5053	NPOC:5.947mg/L TN:0.5053mg/L	21	1	
Unknown	CIG	21	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 1:56:33 AM	3	TN	4.563	4.634	0.4976	0.5053	NPOC:5.947mg/L TN:0.5053mg/L	21	0	
Unknown	CIG	22	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 2:06:01 AM	1	NPOC	5.320	5.149	2.373	2.297	NPOC:2.297mg/L TN:0.4802mg/L	22	1	
Unknown	CIG	22	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 2:08:22 AM	2	NPOC	5.106	5.149	2.278	2.297	NPOC:2.297mg/L TN:0.4802mg/L	22	0	
Unknown	CIG	22	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 2:10:46 AM	3	NPOC	5.192	5.149	2.316	2.297	NPOC:2.297mg/L TN:0.4802mg/L	22	0	
Unknown	CIG	22	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 2:06:01 AM	1	TN	5.467	4.404	0.5961	0.4802	NPOC:2.297mg/L TN:0.4802mg/L	22	1	
Unknown	CIG	22	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 2:08:22 AM	2	TN	4.570	4.404	0.4983	0.4802	NPOC:2.297mg/L TN:0.4802mg/L	22	0	
Unknown	CIG	22	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 2:10:46 AM	3	TN	4.237	4.404	0.4620	0.4802	NPOC:2.297mg/L TN:0.4802mg/L	22	0	
Unknown	CIG	23	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 2:19:43 AM	1	NPOC	10.30	10.27	4.595	4.582	NPOC:4.582mg/L TN:0.4563mg/L	23	0	
Unknown	CIG	23	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 2:22:08 AM	2	NPOC	10.24	10.27	4.568	4.582	NPOC:4.582mg/L TN:0.4563mg/L	23	0	
Unknown	CIG	23	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 2:19:43 AM	1	TN	4.722	4.184	0.5149	0.4563	NPOC:4.582mg/L TN:0.4563mg/L	23	1	
Unknown	CIG	23	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 2:22:08 AM	2	TN	4.172	4.184	0.4549	0.4563	NPOC:4.582mg/L TN:0.4563mg/L	23	0	
Unknown	CIG	23	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 2:28:03 AM	3	TN	4.197	4.184	0.4577	0.4563	NPOC:4.582mg/L TN:0.4563mg/L	23	0	
Unknown	CIG	24	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 2:36:42 AM	1	NPOC	4.117	4.054	1.837	1.809	NPOC:1.809mg/L TN:0.5000mg/L	24	0	
Unknown	CIG	24	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 2:39:13 AM	2	NPOC	3.991	4.054	1.780	1.809	NPOC:1.809mg/L TN:0.5000mg/L	24	0	
Unknown	CIG	24	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 2:36:42 AM	1	TN	4.629	4.585	0.5048	0.5000	NPOC:1.809mg/L TN:0.5000mg/L	24	0	
Unknown	CIG	24	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 2:39:13 AM	2	TN	4.541	4.585	0.4952	0.5000	NPOC:1.809mg/L TN:0.5000mg/L	24	0	
Unknown	CIG	25	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 2:48:24 AM	1	NPOC	8.382	8.303	3.739	3.704	NPOC:3.704mg/L TN:0.4212mg/L	25	0	
Unknown	CIG	25	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 2:50:50 AM	2	NPOC	8.224	8.303	3.669	3.704	NPOC:3.704mg/L TN:0.4212mg/L	25	0	
Unknown	CIG	25	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 2:48:24 AM	1	TN	3.912	3.863	0.4266	0.4212	NPOC:3.704mg/L TN:0.4212mg/L	25	0	
Unknown	CIG	25	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 2:50:50 AM	2	TN	3.813	3.863	0.4158	0.4212	NPOC:3.704mg/L TN:0.4212mg/L	25	0	
Unknown	CIG	26	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 3:00:06 AM	1	NPOC	4.864	4.612	2.170	2.058	NPOC:2.058mg/L TN:0.5187mg/L	26	1	
Unknown	CIG	26	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 3:02:35 AM	2	NPOC	4.598	4.612	2.051	2.058	NPOC:2.058mg/L TN:0.5187mg/L	26	0	
Unknown	CIG	26	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 3:04:49 AM	3	NPOC	4.627	4.612	2.064	2.058	NPOC:2.058mg/L TN:0.5187mg/L	26	0	
Unknown	CIG	26	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 3:00:06 AM	1	TN	4.743	4.757	0.5172	0.5187	NPOC:2.058mg/L TN:0.5187mg/L	26	0	
Unknown	CIG	26	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 3:02:35 AM	2	TN	4.770	4.757	0.5201	0.5187	NPOC:2.058mg/L TN:0.5187mg/L	26	0	
Unknown	CIG	27	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 3:13:45 AM	1	NPOC	9.168	9.045	4.090	4.035	NPOC:4.035mg/L TN:0.3572mg/L	27	0	
Unknown	CIG	27	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 3:16:03 AM	2	NPOC	8.922	9.045	3.980	4.035	NPOC:4.035mg/L TN:0.3572mg/L	27	0	
Unknown	CIG	27	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 3:13:45 AM	1	TN	3.264	3.276	0.3559	0.3572	NPOC:4.035mg/L TN:0.3572mg/L	27	0	
Unknown	CIG	27	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 3:16:03 AM	2	TN	3.287	3.276	0.3584	0.3572	NPOC:4.035mg/L TN:0.3572mg/L	27	0	
Unknown	CIG	28	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 3:24:56 AM	1	NPOC	4.274	4.238	1.907	1.891	NPOC:1.891mg/L TN:0.3942mg/L	28	0	
Unknown	CIG	28	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 3:27:19 AM	2	NPOC	4.202	4.238	1.875	1.891	NPOC:1.891mg/L TN:0.3942mg/L	28	0	
Unknown	CIG	28	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 3:24:56 AM	1	TN	3.656	3.615	0.3987	0.3942	NPOC:1.891mg/L TN:0.3942mg/L	28	0	
Unknown	CIG	28	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 3:27:19 AM	2	TN	3.430	3.615	0.3740	0.3942	NPOC:1.891mg/L TN:0.3942mg/L	28	1	
Unknown	CIG	28	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 3:33:04 AM	3	TN	3.574	3.615	0.3897	0.3942	NPOC:1.891mg/L TN:0.3942mg/L	28	0	
Unknown	CIG	29	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 3:41:47 AM	1	NPOC	9.978	9.888	4.451	4.411	NPOC:4.411mg/L TN:0.3803mg/L	29	0	
Unknown	CIG	29	C:\TOC-L\CalCurves\NPOC 10 ppm_2.2021_04_09_18_06_00.cal	4/10/2021 3:44:10 AM	2	NPOC	9.798	9.888	4.371	4.411	NPOC:4.411mg/L TN:0.3803mg/L	29	0	
Unknown	CIG	29	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 3:41:47 AM	1	TN	3.510	3.488	0.3827	0.3803	NPOC:4.411mg/L TN:0.3803mg/L	29	0	
Unknown	CIG	29	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 3:44:10 AM	2	TN	3.744	3.488	0.4083	0.3803	NPOC:4.411mg/L TN:0.3803mg/L	29	1	
Unknown	CIG	29	C:\TOC-L\CalCurves\TN 10 ppm_2.2021_04_09_19_10_36.cal	4/10/2021 3:49:58 AM	3	TN	3.465	3.488	0.3778	0.3803	NPOC:4.411mg/L TN:0.3803mg/L	29	0	
